Method,Technique,Scope,TotalTime,SolvingTime,ExecutedPaths,InvalidPaths,CacheHits
remove, LISSANOSB, 1, 0, 0, 1, 0, 0
remove, LISSANOSB, 2, 0, 0, 3, 0, 0
remove, LISSANOSB, 3, 0, 0, 6, 0, 0
remove, LISSANOSB, 4, 0, 0, 9, 0, 0
remove, LISSANOSB, 5, 0, 0, 12, 0, 0
remove, LISSANOSB, 6, 0, 0, 15, 0, 0
remove, LISSANOSB, 7, 0, 0, 18, 0, 0
remove, LISSANOSB, 8, 0, 0, 21, 0, 0
remove, LISSANOSB, 9, 0, 0, 24, 0, 0
remove, LISSANOSB, 10, 0, 0, 27, 0, 0
remove, LISSANOSB, 11, 0, 0, 30, 0, 0
remove, LISSANOSB, 12, 0, 0, 33, 0, 0
remove, LISSANOSB, 13, 0, 0, 36, 0, 0
remove, LISSANOSB, 14, 0, 0, 39, 0, 0
remove, LISSANOSB, 15, 0, 0, 42, 0, 0
remove, LISSANOSB, 16, 0, 0, 45, 0, 0
remove, LISSANOSB, 17, 0, 0, 48, 0, 0
remove, LISSANOSB, 18, 0, 0, 51, 0, 0
remove, LISSANOSB, 19, 0, 0, 54, 0, 0
remove, LISSANOSB, 20, 0, 0, 57, 0, 0
remove, LISSANOSB, 21, 0, 0, 60, 0, 0
remove, LISSANOSB, 22, 0, 0, 63, 0, 0
remove, LISSANOSB, 23, 0, 0, 66, 0, 0
remove, LISSANOSB, 24, 0, 0, 69, 0, 0
remove, LISSANOSB, 25, 0, 0, 72, 0, 0
remove, LISSANOSB, 26, 0, 0, 75, 0, 0
remove, LISSANOSB, 27, 0, 0, 78, 0, 0
remove, LISSANOSB, 28, 1, 0, 81, 0, 0
remove, LISSANOSB, 29, 1, 0, 84, 0, 0
remove, LISSANOSB, 30, 1, 0, 87, 0, 0
remove, LISSANOSB, 31, 1, 0, 90, 0, 0
remove, LISSANOSB, 32, 1, 0, 93, 0, 0
remove, LISSANOSB, 33, 1, 0, 96, 0, 0
remove, LISSANOSB, 34, 1, 1, 99, 0, 0
remove, LISSANOSB, 35, 2, 1, 102, 0, 0
remove, LISSANOSB, 36, 2, 1, 105, 0, 0
remove, LISSANOSB, 37, 2, 1, 108, 0, 0
remove, LISSANOSB, 38, 2, 1, 111, 0, 0
remove, LISSANOSB, 39, 3, 2, 114, 0, 0
remove, LISSANOSB, 40, 3, 2, 117, 0, 0
remove, LISSANOSB, 41, 3, 2, 120, 0, 0
remove, LISSANOSB, 42, 4, 3, 123, 0, 0
remove, LISSANOSB, 43, 4, 3, 126, 0, 0
remove, LISSANOSB, 44, 5, 4, 129, 0, 0
remove, LISSANOSB, 45, 5, 4, 132, 0, 0
remove, LISSANOSB, 46, 6, 5, 135, 0, 0
remove, LISSANOSB, 47, 6, 5, 138, 0, 0
remove, LISSANOSB, 48, 7, 6, 141, 0, 0
remove, LISSANOSB, 49, 8, 7, 144, 0, 0
remove, LISSANOSB, 50, 9, 7, 147, 0, 0
